
Source node,  Dest node,   traffic,  Optical Reach,  Modulation Format,  OSNR,  num Hops,    Q_margin

3	, 34	,      787.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

24	, 3	,       88.000	,     3040.000	, 4	,       12.880	, 38	,        2.000	 

27	, 29	,      837.000	,     4400.000	, 4	,       11.105	, 55	,        0.000	 

5	, 15	,      830.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

22	, 28	,      319.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 

22	, 33	,      357.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

34	, 30	,      950.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

5	, 2	,      334.000	,     3280.000	, 4	,       12.520	, 41	,        0.000	 

1	, 3	,      270.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

22	, 19	,      253.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

5	, 23	,      505.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

7	, 18	,      576.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

1	, 17	,       16.000	,     5120.000	, 4	,       10.356	, 64	,        1.000	 

27	, 35	,      852.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

20	, 24	,      344.000	,     4720.000	, 4	,       10.760	, 59	,        0.000	 

17	, 5	,      439.000	,     4080.000	, 4	,       11.472	, 51	,        2.000	 

8	, 32	,      554.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

11	, 18	,       20.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

23	, 11	,      916.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

31	, 32	,       59.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

32	, 16	,      135.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

20	, 2	,      342.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

0	, 35	,      295.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

21	, 33	,      718.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

23	, 27	,      678.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

4	, 24	,      364.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

27	, 16	,       96.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

2	, 17	,      873.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

27	, 24	,      381.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

9	, 7	,      923.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

22	, 5	,      442.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

14	, 10	,       40.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

21	, 33	,      467.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

29	, 1	,      606.000	,     4800.000	, 4	,       10.677	, 60	,        1.000	 

33	, 1	,      366.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

21	, 15	,      229.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

35	, 18	,      175.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

23	, 0	,      619.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

26	, 22	,      469.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

26	, 17	,      545.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

0	, 21	,      794.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

23	, 21	,      900.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

5	, 18	,      438.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

30	, 36	,       13.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

21	, 23	,      285.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

23	, 0	,      281.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

3	, 0	,       77.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

26	, 19	,      137.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

9	, 33	,      233.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

18	, 29	,      731.000	,     4240.000	, 4	,       11.285	, 53	,        2.000	 

17	, 21	,        0.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

34	, 10	,      999.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

31	, 27	,      623.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

12	, 8	,      539.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

36	, 0	,      363.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

33	, 26	,      424.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

25	, 33	,       24.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

5	, 13	,      483.000	,      640.000	, 8	,       19.947	, 8	,        2.000	 

15	, 27	,      324.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

18	, 8	,      468.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

35	, 6	,      756.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

0	, 21	,      458.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

7	, 35	,      311.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

19	, 29	,      590.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

30	, 14	,      990.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

30	, 35	,      275.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

26	, 23	,      106.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

13	, 11	,      436.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

29	, 17	,      838.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

12	, 16	,      446.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

10	, 15	,      256.000	,     4240.000	, 4	,       11.285	, 53	,        2.000	 

16	, 10	,      250.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

28	, 22	,      148.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 

23	, 29	,      429.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

32	, 12	,      858.000	,      320.000	, 12	,       22.998	, 4	,        0.000	 

4	, 10	,      655.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

20	, 1	,      139.000	,     4320.000	, 4	,       11.194	, 54	,        0.000	 

23	, 21	,      575.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

28	, 2	,      424.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

18	, 22	,      525.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

35	, 24	,      794.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

15	, 27	,       71.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

0	, 15	,      979.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

19	, 11	,      845.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

18	, 35	,      820.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

35	, 1	,      957.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

23	, 0	,      389.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

10	, 7	,       39.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

8	, 4	,      648.000	,     1200.000	, 8	,       17.147	, 15	,        0.000	 

1	, 3	,      530.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

25	, 32	,      990.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

33	, 3	,      301.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

17	, 32	,      393.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

8	, 33	,      135.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

3	, 5	,      616.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

36	, 3	,      920.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

7	, 33	,      782.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

0	, 32	,      870.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

8	, 23	,      763.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

30	, 35	,      217.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

22	, 1	,      230.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

25	, 11	,      153.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

21	, 25	,      264.000	,     1600.000	, 8	,       15.848	, 20	,        1.000	 

17	, 9	,      388.000	,     4720.000	, 4	,       10.760	, 59	,        0.000	 

21	, 36	,      658.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

36	, 24	,       58.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

19	, 22	,      823.000	,      880.000	, 8	,       18.534	, 11	,        2.000	 

14	, 30	,       26.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

13	, 25	,      935.000	,     4320.000	, 4	,       11.194	, 54	,        0.000	 

34	, 20	,      902.000	,     4160.000	, 4	,       11.378	, 52	,        0.000	 

29	, 2	,        9.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

8	, 20	,      736.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

14	, 25	,      754.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

9	, 0	,      855.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

7	, 36	,      542.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

10	, 3	,      347.000	,     3920.000	, 4	,       11.666	, 49	,        0.000	 

16	, 33	,      788.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

0	, 15	,      707.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

19	, 29	,      846.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

20	, 32	,      142.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

13	, 11	,      549.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

11	, 17	,      251.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

3	, 12	,      362.000	,     2000.000	, 4	,       14.829	, 25	,        0.000	 

2	, 30	,      985.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

17	, 5	,      350.000	,     4080.000	, 4	,       11.472	, 51	,        2.000	 

1	, 15	,      216.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

34	, 0	,      915.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

0	, 32	,      329.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

33	, 7	,      986.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

16	, 17	,      666.000	,     5360.000	, 4	,       10.127	, 67	,        1.000	 

18	, 19	,        3.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

16	, 26	,      150.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

12	, 7	,      770.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

34	, 12	,      120.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

7	, 19	,      621.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

11	, 35	,      799.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

29	, 14	,      382.000	,     4080.000	, 4	,       11.472	, 51	,        1.000	 

9	, 35	,      666.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

1	, 35	,      372.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

8	, 9	,      452.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

14	, 26	,       21.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

25	, 4	,      525.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

3	, 7	,      783.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

27	, 9	,      679.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

22	, 28	,      629.000	,      720.000	, 8	,       19.426	, 9	,        2.000	 

17	, 0	,      511.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

31	, 6	,       16.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

0	, 30	,      309.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

5	, 11	,      225.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

31	, 19	,      655.000	,     3520.000	, 4	,       12.184	, 44	,        1.000	 

36	, 26	,      760.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

32	, 23	,      270.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

14	, 8	,      809.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

34	, 27	,      807.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

19	, 0	,      969.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

23	, 20	,      124.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

7	, 22	,      997.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

9	, 12	,      265.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

33	, 27	,       28.000	,      400.000	, 12	,       22.018	, 5	,        1.000	 

7	, 32	,      160.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

27	, 7	,      565.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

28	, 11	,      241.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

2	, 13	,      954.000	,     3520.000	, 4	,       12.184	, 44	,        1.000	 

27	, 32	,      721.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

35	, 25	,      116.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

13	, 0	,      537.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

10	, 6	,        4.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

30	, 7	,      987.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

2	, 29	,      528.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

35	, 12	,      958.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

27	, 33	,      823.000	,      400.000	, 12	,       22.018	, 5	,        2.000	 

4	, 16	,      901.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

20	, 8	,      472.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

1	, 13	,      824.000	,     4880.000	, 4	,       10.595	, 61	,        0.000	 

33	, 7	,      732.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

17	, 30	,      690.000	,     5040.000	, 4	,       10.435	, 63	,        1.000	 

10	, 29	,      479.000	,     4960.000	, 4	,       10.514	, 62	,        1.000	 

15	, 7	,      833.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

33	, 9	,       27.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

35	, 11	,      565.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

6	, 20	,       81.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

6	, 13	,      572.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

22	, 11	,      867.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

16	, 6	,      234.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

12	, 13	,       62.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

36	, 25	,      405.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

33	, 6	,      898.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

1	, 35	,       84.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

10	, 21	,      155.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

14	, 6	,      939.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

19	, 17	,      948.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

8	, 33	,      648.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

12	, 11	,      695.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

24	, 14	,      800.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

12	, 32	,      177.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

0	, 31	,      496.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

31	, 4	,      851.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

27	, 17	,      445.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

20	, 9	,      178.000	,     3920.000	, 4	,       11.666	, 49	,        0.000	 

13	, 21	,      149.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

11	, 21	,      199.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

13	, 34	,      795.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

10	, 28	,      376.000	,     3840.000	, 4	,       11.766	, 48	,        2.000	 

23	, 24	,      103.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

13	, 26	,      965.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

15	, 5	,      331.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

6	, 19	,       52.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

11	, 17	,      695.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

25	, 20	,      278.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

36	, 24	,      958.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

15	, 10	,      208.000	,     4240.000	, 4	,       11.285	, 53	,        0.000	 

12	, 21	,      503.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

32	, 29	,      107.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

0	, 15	,      261.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

32	, 5	,      732.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

29	, 1	,      367.000	,     4800.000	, 4	,       10.677	, 60	,        1.000	 

29	, 11	,      212.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

32	, 27	,      977.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

16	, 13	,      889.000	,     3280.000	, 4	,       12.520	, 41	,        0.000	 

0	, 10	,      489.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

6	, 0	,      387.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

23	, 22	,      952.000	,      560.000	, 8	,       20.537	, 7	,        2.000	 

10	, 20	,      597.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

15	, 30	,      945.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

25	, 30	,      195.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

14	, 26	,      602.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

28	, 35	,      437.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

10	, 15	,      654.000	,     4240.000	, 4	,       11.285	, 53	,        2.000	 

11	, 2	,      132.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

20	, 11	,      649.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

28	, 14	,      705.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

24	, 31	,      228.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

18	, 28	,      774.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

0	, 19	,       37.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

32	, 4	,       74.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

26	, 33	,      260.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

31	, 0	,      161.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

33	, 16	,      263.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

28	, 0	,      594.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

33	, 20	,      246.000	,     3520.000	, 4	,       12.184	, 44	,        2.000	 

34	, 0	,      760.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

22	, 15	,      616.000	,     3360.000	, 4	,       12.406	, 42	,        1.000	 

15	, 9	,       18.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

18	, 32	,      525.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

3	, 36	,      482.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

33	, 35	,      201.000	,      400.000	, 12	,       22.018	, 5	,        1.000	 

14	, 3	,      593.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

11	, 36	,      223.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

2	, 28	,      322.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

25	, 9	,      268.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

0	, 7	,      235.000	,      320.000	, 12	,       22.998	, 4	,        1.000	 

16	, 27	,      272.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

7	, 3	,      519.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

4	, 23	,      145.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

16	, 2	,       79.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

23	, 20	,      119.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

7	, 17	,      516.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

34	, 19	,      425.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

32	, 13	,      814.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

34	, 33	,      598.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

33	, 8	,      888.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

29	, 15	,      741.000	,     6480.000	, 4	,        9.163	, 81	,        1.000	 

1	, 8	,       81.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

23	, 22	,       94.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

19	, 29	,      445.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

4	, 28	,      718.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

20	, 29	,      499.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

20	, 11	,       31.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

17	, 8	,      556.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

9	, 34	,      910.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

12	, 8	,      522.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

20	, 17	,      348.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

0	, 20	,      175.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

13	, 14	,      821.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

8	, 9	,       81.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

15	, 2	,      907.000	,     5200.000	, 4	,       10.279	, 65	,        0.000	 

22	, 33	,       77.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

12	, 4	,      540.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

29	, 36	,      369.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

28	, 18	,       48.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

4	, 23	,      816.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

15	, 29	,      604.000	,     6480.000	, 4	,        9.163	, 81	,        0.000	 

8	, 26	,       10.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

24	, 10	,      994.000	,     3600.000	, 4	,       12.076	, 45	,        1.000	 

34	, 18	,      657.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

3	, 22	,       23.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

11	, 18	,      549.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

7	, 19	,      867.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

21	, 19	,      369.000	,      480.000	, 12	,       21.217	, 6	,        0.000	 

3	, 18	,      620.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

14	, 1	,      100.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

5	, 35	,       89.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

4	, 29	,      486.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

11	, 31	,      271.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

22	, 33	,      445.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

17	, 25	,      954.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

16	, 19	,      757.000	,     3360.000	, 4	,       12.406	, 42	,        2.000	 

30	, 32	,      832.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

9	, 30	,      232.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

34	, 30	,      589.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

36	, 25	,      795.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

30	, 36	,      935.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

32	, 28	,      230.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

34	, 28	,       43.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

2	, 32	,      623.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

35	, 14	,      686.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

24	, 29	,      439.000	,     5840.000	, 4	,        9.695	, 73	,        2.000	 

13	, 17	,      652.000	,     4320.000	, 4	,       11.194	, 54	,        1.000	 

3	, 10	,      316.000	,     3920.000	, 4	,       11.666	, 49	,        1.000	 

30	, 33	,      221.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

17	, 23	,      565.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

17	, 36	,      531.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

1	, 13	,      162.000	,     4880.000	, 4	,       10.595	, 61	,        2.000	 

32	, 25	,      342.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

17	, 30	,      969.000	,     5040.000	, 4	,       10.435	, 63	,        0.000	 

26	, 4	,      736.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

13	, 4	,      154.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

26	, 33	,      769.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

26	, 0	,      604.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 

16	, 9	,      595.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

32	, 22	,      229.000	,      560.000	, 8	,       20.537	, 7	,        2.000	 

14	, 5	,       79.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

23	, 1	,      574.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

29	, 4	,      343.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

32	, 33	,      684.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

21	, 35	,      266.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

27	, 11	,      233.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

1	, 24	,      604.000	,     4160.000	, 4	,       11.378	, 52	,        1.000	 

4	, 16	,      417.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

11	, 1	,       66.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

36	, 31	,      510.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

22	, 24	,      866.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

